1.000000e+03 9.995015e-01 -1.050376e-05 -8.611734e-08
9.950000e+02 9.994969e-01 -1.052385e-05 -8.817856e-08
9.900000e+02 9.994930e-01 -1.069341e-05 -8.094115e-08
9.850000e+02 9.994892e-01 -1.057342e-05 -6.823969e-08
9.800000e+02 9.994855e-01 -1.076201e-05 -1.039960e-07
9.750000e+02 9.994814e-01 -1.075595e-05 -3.473610e-08
9.700000e+02 9.994777e-01 -1.109862e-05 -1.022751e-07
9.650000e+02 9.994735e-01 -1.091418e-05 -7.591090e-08
9.600000e+02 9.994695e-01 -1.128602e-05 -9.834698e-08
9.550000e+02 9.994652e-01 -1.102750e-05 -9.284991e-08
9.500000e+02 9.994610e-01 -1.104440e-05 -2.831434e-08
9.450000e+02 9.994569e-01 -1.110532e-05 -6.934208e-08
9.400000e+02 9.994527e-01 -1.126226e-05 -6.556910e-08
9.350000e+02 9.994482e-01 -1.130218e-05 -7.162747e-08
9.300000e+02 9.994439e-01 -1.138947e-05 -7.755014e-08
9.250000e+02 9.994394e-01 -1.142090e-05 -7.475976e-08
9.200000e+02 9.994349e-01 -1.155099e-05 -3.502954e-08
9.150000e+02 9.994306e-01 -1.158763e-05 -4.200434e-08
9.100000e+02 9.994257e-01 -1.162062e-05 -4.011546e-08
9.050000e+02 9.994211e-01 -1.174559e-05 -2.702774e-08
9.000000e+02 9.994165e-01 -1.158313e-05 -1.510696e-07
8.950000e+02 9.994115e-01 -1.190297e-05 -9.217434e-08
8.900000e+02 9.994066e-01 -1.163695e-05 -1.502559e-07
8.850000e+02 9.994019e-01 -1.199498e-05 -3.481613e-08
8.800000e+02 9.993967e-01 -1.203277e-05 -7.333328e-08
8.750000e+02 9.993916e-01 -1.172854e-05 -1.642885e-07
8.700000e+02 9.993864e-01 -1.215204e-05 2.102728e-09
8.650000e+02 9.993813e-01 -1.231987e-05 -9.972984e-08
8.600000e+02 9.993760e-01 -1.229195e-05 -3.284417e-08
8.550000e+02 9.993706e-01 -1.237625e-05 -4.630692e-08
8.500000e+02 9.993652e-01 -1.254017e-05 -2.928795e-08
8.450000e+02 9.993596e-01 -1.251798e-05 -4.923562e-09
8.400000e+02 9.993541e-01 -1.245196e-05 -1.553622e-07
8.350000e+02 9.993484e-01 -1.272077e-05 -1.101745e-08
8.300000e+02 9.993426e-01 -1.276289e-05 -3.248019e-08
8.250000e+02 9.993368e-01 -1.277749e-05 -5.534488e-08
8.200000e+02 9.993311e-01 -1.289734e-05 -7.269262e-08
8.150000e+02 9.993250e-01 -1.292602e-05 5.396754e-09
8.100000e+02 9.993189e-01 -1.324103e-05 -1.240857e-07
8.050000e+02 9.993126e-01 -1.305034e-05 -5.635816e-08
8.000000e+02 9.993064e-01 -1.332486e-05 -6.016046e-08
7.950000e+02 9.993001e-01 -1.342528e-05 1.538683e-08
7.900000e+02 9.992936e-01 -1.383127e-05 2.364609e-08
7.850000e+02 9.992870e-01 -1.359200e-05 -1.042916e-07
7.800000e+02 9.992806e-01 -1.366865e-05 -4.467460e-08
7.750000e+02 9.992735e-01 -1.375244e-05 -6.991457e-08
7.700000e+02 9.992668e-01 -1.378735e-05 1.646215e-08
7.650000e+02 9.992596e-01 -1.392383e-05 -4.359718e-08
7.600000e+02 9.992527e-01 -1.406874e-05 -3.784851e-08
7.550000e+02 9.992460e-01 -1.423835e-05 3.799262e-08
7.500000e+02 9.992386e-01 -1.467822e-05 2.817885e-08
7.450000e+02 9.992307e-01 -1.438958e-05 -1.553583e-08
7.400000e+02 9.992233e-01 -1.436040e-05 9.267631e-10
7.350000e+02 9.992155e-01 -1.458233e-05 -6.077114e-08
7.300000e+02 9.992076e-01 -1.456755e-05 -3.938899e-08
7.250000e+02 9.991997e-01 -1.465360e-05 -1.444143e-07
7.200000e+02 9.991918e-01 -1.506166e-05 2.581657e-08
7.150000e+02 9.991835e-01 -1.501636e-05 -4.445142e-08
7.100000e+02 9.991752e-01 -1.519055e-05 -3.451009e-08
7.050000e+02 9.991667e-01 -1.523520e-05 -6.827015e-08
7.000000e+02 9.991582e-01 -1.543548e-05 -4.043611e-08
6.950000e+02 9.991494e-01 -1.565135e-05 1.869331e-07
6.900000e+02 9.991406e-01 -1.550886e-05 -3.744595e-08
6.850000e+02 9.991315e-01 -1.581684e-05 2.534133e-08
6.800000e+02 9.991224e-01 -1.603602e-05 4.084202e-09
6.750000e+02 9.991129e-01 -1.598569e-05 4.558927e-09
6.700000e+02 9.991036e-01 -1.619000e-05 4.362414e-08
6.650000e+02 9.990939e-01 -1.645422e-05 -2.810832e-08
6.600000e+02 9.990837e-01 -1.643242e-05 -1.663190e-08
6.550000e+02 9.990737e-01 -1.629430e-05 8.027312e-08
6.500000e+02 9.990636e-01 -1.664204e-05 -8.520055e-08
6.450000e+02 9.990531e-01 -1.685114e-05 4.410692e-08
